node_mae_h1,node_rmse_h1,node_precision_h1,node_recall_h1,node_f1_h1,node_mae_h2,node_rmse_h2,node_precision_h2,node_recall_h2,node_f1_h2,node_mae_h3,node_rmse_h3,node_precision_h3,node_recall_h3,node_f1_h3,link_mae_h1,link_rmse_h1,link_precision_h1,link_recall_h1,link_f1_h1,link_mae_h2,link_rmse_h2,link_precision_h2,link_recall_h2,link_f1_h2,link_mae_h3,link_rmse_h3,link_precision_h3,link_recall_h3,link_f1_h3,selection_loss
0.02334772706440851,0.03998204936719526,0.8611332801276935,0.772369362920544,0.8143396226415094,0.029168448157754597,0.05159042039771244,0.890462889066241,0.7218178877567524,0.7973202322465386,0.03632696561427677,0.056665990058110856,0.916001596169194,0.6753456899087967,0.7774767146486029,0.0593325757864217,0.11163555121953174,0.9107302622422808,0.8878530033144031,0.899146137991952,0.07922910521254357,0.13787895205191564,0.8442650655108654,0.8039379023097312,0.823608134449218,0.09966957349405575,0.16244416956017702,0.7733662047438217,0.719680290107125,0.7455580472658272,0.021777460038932717
