node_mae_h1,node_rmse_h1,node_precision_h1,node_recall_h1,node_f1_h1,node_mae_h2,node_rmse_h2,node_precision_h2,node_recall_h2,node_f1_h2,node_mae_h3,node_rmse_h3,node_precision_h3,node_recall_h3,node_f1_h3,link_mae_h1,link_rmse_h1,link_precision_h1,link_recall_h1,link_f1_h1,link_mae_h2,link_rmse_h2,link_precision_h2,link_recall_h2,link_f1_h2,link_mae_h3,link_rmse_h3,link_precision_h3,link_recall_h3,link_f1_h3,selection_loss
0.023461489979835118,0.04087357316746763,0.8429910116657104,0.7888332140300645,0.8150134048257373,0.028027149752512866,0.0539392866640435,0.8627885503231764,0.7556202490700308,0.8056561476116572,0.03263153755416473,0.05839099735544954,0.8838374798639699,0.7263901147396293,0.7974162293096487,0.05485916313413237,0.10598115399015368,0.9377326286783606,0.8838602135948675,0.9099998004430165,0.06881340099685147,0.12710264523449671,0.9007262419565083,0.8241764483150322,0.8607527360085416,0.08372580398087393,0.14686157308468875,0.8531777709548665,0.771189106181428,0.810114281271865,0.01898167109235556
