node_mae_h1,node_rmse_h1,node_precision_h1,node_recall_h1,node_f1_h1,node_mae_h2,node_rmse_h2,node_precision_h2,node_recall_h2,node_f1_h2,node_mae_h3,node_rmse_h3,node_precision_h3,node_recall_h3,node_f1_h3,link_mae_h1,link_rmse_h1,link_precision_h1,link_recall_h1,link_f1_h1,link_mae_h2,link_rmse_h2,link_precision_h2,link_recall_h2,link_f1_h2,link_mae_h3,link_rmse_h3,link_precision_h3,link_recall_h3,link_f1_h3,selection_loss
0.01812295723545785,0.028398562436549226,0.842883241986381,0.9081961345740873,0.8743216469980187,0.019027640291288787,0.03248447325063294,0.841081241645626,0.915898431182274,0.8768968720966244,0.01874413129891835,0.03219037366882341,0.8538471977201791,0.9255663430420712,0.8882614526717019,0.025208779139651454,0.06121110757137003,0.918357148145406,0.9617002306514449,0.9395290709233959,0.031022480528309897,0.07195557660913468,0.8964431303252445,0.9700492237788716,0.931794829828055,0.02943510789892137,0.06944407182557577,0.8723100187779385,0.971211308257322,0.9191077337909057,0.005548274438251587
